incident_number,external_reference,title,narrative,type_code,severity_code,status_code,source_code,weather_condition_code,primary_station_code,occurrence_at,reported_at,dispatch_at,arrival_at,resolved_at,location_lat,location_lng,location_wkt,location_geohash,address_line_1,address_line_2,city,region,postal_code,casualty_count,responder_injuries,estimated_damage_amount,is_active,metadata
INC-20240506-000608,EXT-56670,Grassland fire response,Response to wildland fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within first floor minutes.,FIRE_WILDLAND,CRITICAL,RESOLVED,FIRE_ALARM,WIND,STA-037,2024-05-06T07:21:39.139696+00:00,2024-05-06T07:25:39.139696+00:00,2024-05-06T07:31:39.139696+00:00,2024-05-06T07:51:39.139696+00:00,2024-05-06T09:35:39.139696+00:00,47.47132209895408,-122.20681472990744,POINT(-122.206815 47.471322),c23n51gs,62198 Cox Circle Suite 944,,Matthewsberg,FM,54880,0,0,102940.7,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""IWWYJ"",""primary_station"":""STA-037""}"
INC-20250629-000609,EXT-24362,Apartment building fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,HIGH,RESOLVED,FIRE_ALARM,WIND,STA-015,2025-06-29T09:20:05.139696+00:00,2025-06-29T09:27:05.139696+00:00,2025-06-29T09:33:05.139696+00:00,2025-06-29T09:49:05.139696+00:00,2025-06-29T13:07:05.139696+00:00,47.626001933685764,-122.31366623700953,POINT(-122.313666 47.626002),c23nbwjc,854 Craig Passage Apt. 879,,Williamchester,MD,53244,0,0,201108.75,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""GMWHMQ"",""primary_station"":""STA-015""}"
INC-20250707-000610,EXT-19964,Forest fire perimeter control,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,SEVERE,RESOLVED,911,CLEAR,STA-006,2025-07-07T18:15:06.139696+00:00,2025-07-07T18:17:06.139696+00:00,2025-07-07T18:20:06.139696+00:00,2025-07-07T18:38:06.139696+00:00,2025-07-07T21:46:06.139696+00:00,47.65864472262343,-122.3352452886917,POINT(-122.335245 47.658645),c23p05yp,85324 Dickson Ferry,,East Donna,OH,22144,0,0,326656.98,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""ISMMX"",""primary_station"":""STA-006""}"
INC-20250831-000611,EXT-76945,Commercial building fire,Response to structure fire alarm activation. Investigation revealed active fire in 911 emergency call. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_STRUCTURE,SEVERE,RESOLVED,911,HEAT,STA-036,2025-08-31T03:07:17.139696+00:00,2025-08-31T03:16:17.139696+00:00,2025-08-31T03:21:17.139696+00:00,2025-08-31T03:32:17.139696+00:00,2025-08-31T07:00:17.139696+00:00,47.6092650572637,-122.2903948553206,POINT(-122.290395 47.609265),c23nc5nb,3659 Ritter Groves,,Smithside,DE,60110,0,0,167902.93,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""ULOTP"",""primary_station"":""STA-036""}"
INC-20250801-000612,EXT-63421,Chemical storage fire,"Initial report of industrial fire from 911 emergency call source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_INDUSTRIAL,CRITICAL,RESOLVED,911,WIND,STA-009,2025-08-01T00:00:10.139696+00:00,2025-08-01T00:06:10.139696+00:00,2025-08-01T00:12:10.139696+00:00,2025-08-01T00:17:10.139696+00:00,2025-08-01T02:46:10.139696+00:00,47.521687349291795,-122.24124582079207,POINT(-122.241246 47.521687),c23n6749,4508 Ashley Villages,,Barreraburgh,MS,00783,0,0,382455.62,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""VPERNE"",""primary_station"":""STA-009""}"
INC-20250825-000613,EXT-55966,Passenger vehicle fully involved,"Initial report of vehicle fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,MODERATE,RESOLVED,NEIGHBOR_REPORT,HEAT,STA-050,2025-08-25T20:12:29.139696+00:00,2025-08-25T20:20:29.139696+00:00,2025-08-25T20:23:29.139696+00:00,2025-08-25T20:35:29.139696+00:00,2025-08-25T23:21:29.139696+00:00,47.67127393732914,-122.20424215070226,POINT(-122.204242 47.671274),c23p5nm9,2130 Berg Harbor Apt. 359,,Bishopmouth,IN,70494,0,0,35077.35,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""NUWO"",""primary_station"":""STA-050""}"
INC-20250921-000614,EXT-11587,Transformer fire response,"Initial report of electrical fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,LOW,RESOLVED,NEIGHBOR_REPORT,WIND,STA-036,2025-09-21T18:27:08.139696+00:00,2025-09-21T18:29:08.139696+00:00,2025-09-21T18:35:08.139696+00:00,2025-09-21T18:40:08.139696+00:00,2025-09-21T20:49:08.139696+00:00,47.59591595233887,-122.37269927295941,POINT(-122.372699 47.595916),c22yz2df,452 Michael Shoals,,Smithside,DE,60110,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""MJUAX"",""primary_station"":""STA-036""}"
INC-20240328-000615,EXT-70173,Electrical panel fire,Dispatch for reported electrical fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_ELECTRICAL,LOW,RESOLVED,NEIGHBOR_REPORT,RAIN,STA-027,2024-03-28T19:17:51.139696+00:00,2024-03-28T19:25:51.139696+00:00,2024-03-28T19:30:51.139696+00:00,2024-03-28T19:50:51.139696+00:00,2024-03-28T20:08:51.139696+00:00,47.60447349930021,-122.379743520408,POINT(-122.379744 47.604473),c22yz4ju,086 Hutchinson View,,East Laurashire,PW,38329,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""LXXE"",""primary_station"":""STA-027""}"
INC-20250305-000616,EXT-65633,Chemical storage fire,"Initial report of industrial fire from security system source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_INDUSTRIAL,SEVERE,RESOLVED,SECURITY,CLEAR,STA-022,2025-03-05T17:11:44.139696+00:00,2025-03-05T17:12:44.139696+00:00,2025-03-05T17:15:44.139696+00:00,2025-03-05T17:35:44.139696+00:00,2025-03-05T17:45:44.139696+00:00,47.671203188941405,-122.47028752834139,POINT(-122.470288 47.671203),c22zjn7b,14005 Lisa Plain Apt. 055,,Grahamshire,KY,42746,0,0,238762.69,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""AZBVZJ"",""primary_station"":""STA-022""}"
INC-20250817-000617,EXT-13681,Car fire with exposure risk,"Initial report of vehicle fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,MODERATE,RESOLVED,FIELD_REPORT,RAIN,STA-025,2025-08-17T02:47:14.139696+00:00,2025-08-17T02:47:14.139696+00:00,2025-08-17T02:47:14.139696+00:00,2025-08-17T02:55:14.139696+00:00,2025-08-17T03:07:14.139696+00:00,47.655229657144694,-122.27924214612288,POINT(-122.279242 47.655230),c23p17qg,03136 Bell Drives Suite 209,,Vasquezshire,SC,90475,0,0,29692.78,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""JLSORL"",""primary_station"":""STA-025""}"
INC-20251012-000618,EXT-73938,Vehicle fire on roadway,Response to vehicle fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_VEHICLE,LOW,RESOLVED,FIRE_ALARM,WIND,STA-023,2025-10-12T01:01:52.139696+00:00,2025-10-12T01:08:52.139696+00:00,2025-10-12T01:14:52.139696+00:00,2025-10-12T01:28:52.139696+00:00,2025-10-12T04:57:52.139696+00:00,47.53237840345843,-122.42968701067375,POINT(-122.429687 47.532378),c22yqj12,45735 David Manors,,Petersbury,UT,62903,1,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""ESBUV"",""primary_station"":""STA-023""}"
INC-20221210-000619,EXT-21764,Brush fire containment,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,SEVERE,RESOLVED,BUSINESS_OWNER,WIND,STA-038,2022-12-10T14:05:15.139696+00:00,2022-12-10T14:07:15.139696+00:00,2022-12-10T14:12:15.139696+00:00,2022-12-10T14:16:15.139696+00:00,2022-12-10T15:31:15.139696+00:00,47.50170182536235,-122.41504748545661,POINT(-122.415047 47.501702),c22ynrkj,7357 Anderson Fords Apt. 222,,Port Anne,CA,73142,0,0,311841.89,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""AHNPZR"",""primary_station"":""STA-038""}"
INC-20250718-000620,EXT-73118,Forest fire perimeter control,"Initial report of wildland fire from property owner source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,LOW,RESOLVED,BUSINESS_OWNER,SNOW,STA-029,2025-07-18T09:27:59.139696+00:00,2025-07-18T09:28:59.139696+00:00,2025-07-18T09:29:59.139696+00:00,2025-07-18T09:40:59.139696+00:00,2025-07-18T12:04:59.139696+00:00,47.641307617009716,-122.39443359638562,POINT(-122.394434 47.641308),c22znbg4,6741 Adam Skyway,,Gutierrezborough,NC,47920,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""LDPGD"",""primary_station"":""STA-029""}"
INC-20250620-000621,EXT-20136,Commercial building fire,"Call received for structure fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_STRUCTURE,HIGH,RESOLVED,SECURITY,HEAT,STA-030,2025-06-20T09:19:34.139696+00:00,2025-06-20T09:29:34.139696+00:00,2025-06-20T09:34:34.139696+00:00,2025-06-20T09:44:34.139696+00:00,2025-06-20T13:32:34.139696+00:00,47.62495231899102,-122.0676175907157,POINT(-122.067618 47.624952),c23nymc5,0846 Ashley Stravenue,,South Andrea,MS,25484,0,0,106042.0,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""IUQOY"",""primary_station"":""STA-030""}"
INC-20250708-000622,EXT-55491,Single-family residence fire,"Call received for structure fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_STRUCTURE,SEVERE,RESOLVED,FIELD_REPORT,HEAT,STA-004,2025-07-08T23:40:05.139696+00:00,2025-07-08T23:47:05.139696+00:00,2025-07-08T23:50:05.139696+00:00,2025-07-09T00:06:05.139696+00:00,2025-07-09T02:51:05.139696+00:00,47.59358640205653,-122.19009510656504,POINT(-122.190095 47.593586),c23ng2pu,151 Madden Grove,,Coxberg,NY,65187,1,0,326272.32,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""ENJR"",""primary_station"":""STA-004""}"
INC-20250721-000623,EXT-40919,Car fire with exposure risk,"Call received for vehicle fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_VEHICLE,LOW,RESOLVED,SECURITY,RAIN,STA-047,2025-07-21T09:09:23.139696+00:00,2025-07-21T09:12:23.139696+00:00,2025-07-21T09:18:23.139696+00:00,2025-07-21T09:30:23.139696+00:00,2025-07-21T11:45:23.139696+00:00,47.61043376087117,-122.36063099411876,POINT(-122.360631 47.610434),c22yze5w,395 Payne Knolls Apt. 070,,Marieland,SD,12336,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""AIYI"",""primary_station"":""STA-047""}"
INC-20250909-000624,EXT-19712,Wildland fire suppression,Response to wildland fire alarm activation. Investigation revealed active fire in neighbor report. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_WILDLAND,SEVERE,RESOLVED,NEIGHBOR_REPORT,RAIN,STA-049,2025-09-09T21:46:57.139696+00:00,2025-09-09T21:55:57.139696+00:00,2025-09-09T21:59:57.139696+00:00,2025-09-09T22:04:57.139696+00:00,2025-09-10T00:45:57.139696+00:00,47.599925287742714,-122.42550945364505,POINT(-122.425509 47.599925),c22yy1k3,41393 Bullock River,,West Kyleborough,MA,64237,0,0,367222.39,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""YDXBX"",""primary_station"":""STA-049""}"
INC-20250806-000625,EXT-73126,Transformer fire response,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,HIGH,RESOLVED,911,WIND,STA-045,2025-08-06T17:50:01.139696+00:00,2025-08-06T17:57:01.139696+00:00,2025-08-06T18:02:01.139696+00:00,2025-08-06T18:06:01.139696+00:00,2025-08-06T21:12:01.139696+00:00,47.65640327040964,-122.38501139496644,POINT(-122.385011 47.656403),c22zp59f,3192 Samuel Loaf Apt. 759,,Georgemouth,MP,90889,0,0,271415.39,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""BYCSRW"",""primary_station"":""STA-045""}"
INC-20250821-000626,EXT-68764,Electrical equipment fire,"Initial report of electrical fire from 911 emergency call source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,MODERATE,RESOLVED,911,SNOW,STA-039,2025-08-21T03:12:55.139696+00:00,2025-08-21T03:12:55.139696+00:00,2025-08-21T03:12:55.139696+00:00,2025-08-21T03:24:55.139696+00:00,2025-08-21T03:36:55.139696+00:00,47.6571946631878,-122.29483563452816,POINT(-122.294836 47.657195),c23p15ex,676 Armstrong Ramp Suite 416,,Lake Robert,DE,98236,0,0,14538.28,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""USJB"",""primary_station"":""STA-039""}"
INC-20250814-000627,EXT-50063,Single-family residence fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,CRITICAL,RESOLVED,BUSINESS_OWNER,HEAT,STA-048,2025-08-14T00:14:02.139696+00:00,2025-08-14T00:20:02.139696+00:00,2025-08-14T00:25:02.139696+00:00,2025-08-14T00:36:02.139696+00:00,2025-08-14T03:26:02.139696+00:00,47.51796843337215,-122.23527066478422,POINT(-122.235271 47.517968),c23n66qu,3730 Proctor Port Suite 927,,West Nathan,LA,51280,0,0,305999.85,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""ETDSD"",""primary_station"":""STA-048""}"
INC-20250806-000628,EXT-63643,Single-family residence fire,"Initial report of structure fire from security system source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_STRUCTURE,SEVERE,RESOLVED,SECURITY,HEAT,STA-049,2025-08-06T00:05:56.139696+00:00,2025-08-06T00:12:56.139696+00:00,2025-08-06T00:12:56.139696+00:00,2025-08-06T00:20:56.139696+00:00,2025-08-06T00:40:56.139696+00:00,47.55750412017682,-122.40409057227129,POINT(-122.404091 47.557504),c22yw9s4,9489 Carr Keys,,West Kyleborough,MA,64237,0,0,347914.05,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""VWPRN"",""primary_station"":""STA-049""}"
INC-20250901-000629,EXT-91699,Single-family residence fire,Response to structure fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within first floor minutes.,FIRE_STRUCTURE,HIGH,RESOLVED,FIRE_ALARM,HEAT,STA-016,2025-09-01T19:15:06.139696+00:00,2025-09-01T19:19:06.139696+00:00,2025-09-01T19:22:06.139696+00:00,2025-09-01T19:30:06.139696+00:00,2025-09-01T20:17:06.139696+00:00,47.67911524856285,-122.32864423623619,POINT(-122.328644 47.679115),c23p0rdy,344 Mitchell Ports,,Clarencebury,TX,41188,0,0,476226.62,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""TNBJI"",""primary_station"":""STA-016""}"
INC-20231016-000630,EXT-97202,Power line fire hazard,"Call received for electrical fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_ELECTRICAL,HIGH,RESOLVED,911,RAIN,STA-021,2023-10-16T11:58:45.139696+00:00,2023-10-16T11:58:45.139696+00:00,2023-10-16T11:59:45.139696+00:00,2023-10-16T12:14:45.139696+00:00,2023-10-16T12:42:45.139696+00:00,47.651566473958624,-122.35616823819193,POINT(-122.356168 47.651566),c22zpdwy,0754 Lee Roads,,North Brittany,MP,82714,0,0,226970.06,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""OTYESG"",""primary_station"":""STA-021""}"
INC-20250813-000631,EXT-64612,Single-family residence fire,"Initial report of structure fire from 911 emergency call source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_STRUCTURE,SEVERE,RESOLVED,911,RAIN,STA-042,2025-08-13T23:01:46.139696+00:00,2025-08-13T23:02:46.139696+00:00,2025-08-13T23:02:46.139696+00:00,2025-08-13T23:11:46.139696+00:00,2025-08-14T01:51:46.139696+00:00,47.666069747534905,-122.54869573561653,POINT(-122.548696 47.666070),c22z5m6f,002 Rodriguez Tunnel,,Port Daniel,PR,73411,0,0,19262.18,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""KSRU"",""primary_station"":""STA-042""}"
INC-20251005-000632,EXT-42362,Passenger vehicle fully involved,Dispatch for reported vehicle fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_VEHICLE,HIGH,RESOLVED,FIELD_REPORT,RAIN,STA-017,2025-10-05T18:49:59.139696+00:00,2025-10-05T18:54:59.139696+00:00,2025-10-05T18:56:59.139696+00:00,2025-10-05T19:16:59.139696+00:00,2025-10-05T22:00:59.139696+00:00,47.57750092469618,-122.51115422129047,POINT(-122.511154 47.577501),c22ysjnp,33474 Joseph Fords,,South Dennismouth,TN,70117,0,0,282724.6,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""FPILVM"",""primary_station"":""STA-017""}"
INC-20250514-000633,EXT-52946,Single-family residence fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,HIGH,RESOLVED,NEIGHBOR_REPORT,RAIN,STA-016,2025-05-14T09:09:26.139696+00:00,2025-05-14T09:17:26.139696+00:00,2025-05-14T09:20:26.139696+00:00,2025-05-14T09:23:26.139696+00:00,2025-05-14T11:27:26.139696+00:00,47.64921759068796,-122.30992567673282,POINT(-122.309926 47.649218),c23p0f28,17741 Baker Camp,,Clarencebury,TX,41188,0,0,69885.51,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""KQIBP"",""primary_station"":""STA-016""}"
INC-20250920-000634,EXT-50228,Vehicle fire on roadway,Response to vehicle fire alarm activation. Investigation revealed active fire in security system. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_VEHICLE,LOW,RESOLVED,SECURITY,WIND,STA-024,2025-09-20T22:55:17.139696+00:00,2025-09-20T23:00:17.139696+00:00,2025-09-20T23:02:17.139696+00:00,2025-09-20T23:19:17.139696+00:00,2025-09-21T01:54:17.139696+00:00,47.66209610198691,-122.32861412782198,POINT(-122.328614 47.662096),c23p0ke5,6527 Blair Terrace Apt. 332,,Jennyhaven,PA,37594,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""ZGMHGU"",""primary_station"":""STA-024""}"
INC-20241201-000635,EXT-33467,Industrial facility fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,LOW,RESOLVED,FIRE_ALARM,RAIN,STA-021,2024-12-01T06:00:43.139696+00:00,2024-12-01T06:08:43.139696+00:00,2024-12-01T06:08:43.139696+00:00,2024-12-01T06:22:43.139696+00:00,2024-12-01T09:27:43.139696+00:00,47.64876323569569,-122.33996039094367,POINT(-122.339960 47.648763),c23p044y,16750 Chase Divide Suite 995,,North Brittany,MP,82714,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""MMJHK"",""primary_station"":""STA-021""}"
INC-20250103-000636,EXT-72303,Vegetation fire spread,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,CRITICAL,RESOLVED,NEIGHBOR_REPORT,RAIN,STA-036,2025-01-03T03:40:28.139696+00:00,2025-01-03T03:46:28.139696+00:00,2025-01-03T03:50:28.139696+00:00,2025-01-03T03:58:28.139696+00:00,2025-01-03T05:14:28.139696+00:00,47.584564669649644,-122.29149594750224,POINT(-122.291496 47.584565),c23n9nw0,202 Ellis Union Apt. 172,,Smithside,DE,60110,0,0,172383.14,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""IGCT"",""primary_station"":""STA-036""}"
INC-20250806-000637,EXT-48717,Multiple vehicle fire,Response to vehicle fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_VEHICLE,LOW,RESOLVED,FIELD_REPORT,SNOW,STA-032,2025-08-06T20:05:54.139696+00:00,2025-08-06T20:15:54.139696+00:00,2025-08-06T20:18:54.139696+00:00,2025-08-06T20:31:54.139696+00:00,2025-08-07T00:10:54.139696+00:00,47.476247185379925,-122.39467332436324,POINT(-122.394673 47.476247),c22ynffc,4619 Sara Causeway Suite 583,,Finleyfort,VI,71413,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""TWPYHA"",""primary_station"":""STA-032""}"
INC-20250508-000638,EXT-09566,Grassland fire response,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,MODERATE,RESOLVED,911,WIND,STA-050,2025-05-08T15:45:31.139696+00:00,2025-05-08T15:52:31.139696+00:00,2025-05-08T15:55:31.139696+00:00,2025-05-08T16:12:31.139696+00:00,2025-05-08T18:21:31.139696+00:00,47.692972467257704,-122.1968351139601,POINT(-122.196835 47.692972),c23p764z,482 Todd Road Apt. 791,,Bishopmouth,IN,70494,0,0,15638.15,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""FEYG"",""primary_station"":""STA-050""}"
INC-20241124-000639,EXT-78035,Residential structure fire,"Call received for structure fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_STRUCTURE,CRITICAL,RESOLVED,NEIGHBOR_REPORT,SNOW,STA-009,2024-11-24T09:35:50.139696+00:00,2024-11-24T09:35:50.139696+00:00,2024-11-24T09:36:50.139696+00:00,2024-11-24T09:54:50.139696+00:00,2024-11-24T11:13:50.139696+00:00,47.54769185694341,-122.19002933980995,POINT(-122.190029 47.547692),c23n7rzc,901 Wyatt Wall Suite 403,,Barreraburgh,MS,00783,0,0,188768.88,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""HFYGKJ"",""primary_station"":""STA-009""}"
INC-20221106-000640,EXT-51712,Commercial vehicle fire,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,SEVERE,CANCELLED,911,SNOW,STA-014,2022-11-06T23:38:58.139696+00:00,2022-11-06T23:48:58.139696+00:00,2022-11-06T23:51:58.139696+00:00,2022-11-07T00:11:58.139696+00:00,2022-11-07T03:22:58.139696+00:00,47.69330700313209,-122.42784372314085,POINT(-122.427844 47.693307),c22zq46c,76433 White Brooks,,Gregoryview,AZ,14709,0,0,444928.31,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""SHFJJ"",""primary_station"":""STA-014""}"
INC-20240708-000641,EXT-08334,Vegetation fire spread,"Initial report of wildland fire from 911 emergency call source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,HIGH,RESOLVED,911,CLEAR,STA-035,2024-07-08T08:25:51.139696+00:00,2024-07-08T08:34:51.139696+00:00,2024-07-08T08:36:51.139696+00:00,2024-07-08T08:56:51.139696+00:00,2024-07-08T10:32:51.139696+00:00,47.63569188324179,-122.26546785629414,POINT(-122.265468 47.635692),c23nczc4,7048 Romero Prairie Suite 047,,West Kristinaton,OR,48324,0,0,371949.69,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""PATJ"",""primary_station"":""STA-035""}"
INC-20250620-000642,EXT-85195,Commercial building fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,MODERATE,RESOLVED,SECURITY,SNOW,STA-004,2025-06-20T06:18:18.139696+00:00,2025-06-20T06:26:18.139696+00:00,2025-06-20T06:26:18.139696+00:00,2025-06-20T06:41:18.139696+00:00,2025-06-20T09:49:18.139696+00:00,47.58196402251134,-122.21861778934085,POINT(-122.218618 47.581964),c23ndy51,774 Ray Roads,,Coxberg,NY,65187,0,0,48997.55,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""KXFQMJ"",""primary_station"":""STA-004""}"
INC-20250814-000643,EXT-77522,Chemical storage fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,CRITICAL,RESOLVED,FIRE_ALARM,CLEAR,STA-029,2025-08-14T18:16:06.139696+00:00,2025-08-14T18:25:06.139696+00:00,2025-08-14T18:26:06.139696+00:00,2025-08-14T18:42:06.139696+00:00,2025-08-14T19:13:06.139696+00:00,47.65082881015999,-122.41055408036944,POINT(-122.410554 47.650829),c22zn6x6,206 Norma Keys Apt. 292,,Gutierrezborough,NC,47920,0,0,162734.67,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""IDWH"",""primary_station"":""STA-029""}"
INC-20241224-000644,EXT-63029,Single-family residence fire,Response to structure fire alarm activation. Investigation revealed active fire in neighbor report. Aggressive interior attack mounted. Fire brought under control within basement minutes.,FIRE_STRUCTURE,CRITICAL,RESOLVED,NEIGHBOR_REPORT,SNOW,STA-025,2024-12-24T01:05:52.139696+00:00,2024-12-24T01:07:52.139696+00:00,2024-12-24T01:09:52.139696+00:00,2024-12-24T01:13:52.139696+00:00,2024-12-24T02:54:52.139696+00:00,47.63860382702296,-122.28533059654703,POINT(-122.285331 47.638604),c23p126d,9636 Steven Stravenue Apt. 629,,Vasquezshire,SC,90475,0,0,446428.19,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""PNJWDI"",""primary_station"":""STA-025""}"
